match_id,team_id,crossed_baseline,auton_gears,auton_techfouls,auton_fouls,auton_highgoal,auton_lowgoal,teleop_gears,pickup_gears,teleop_highgoal,teleop_lowgoal,pickup_fuel,teleop_techfouls,teleop_fouls,hanging,defense,comments
2,1254,True,False,0,0,0,0,0,False,0,0,True,0,1,False,2,
3,5227,True,True,0,0,0,0,2,True,0,0,True,0,0,False,4,
4,6580,True,True,0,0,0,1,0,True,0,0,True,0,0,False,2,stopped a lot and waited in the middle
6,5559,False,False,0,0,0,0,0,False,0,0,False,0,0,False,1,"Something went wrong and it stayed in the corner the entire time.
rainbow,, because everything went wrong and you can't go wrong with rainbow. "
6,5559,False,False,0,0,0,0,2,False,0,0,False,0,0,False,1,They got more gears than us D:
7,4381,False,False,0,0,10,0,0,False,0,0,False,0,0,False,1,They almost ang. Ha'fway there. 
8,5676,False,False,0,0,0,0,1,False,0,0,False,0,1,False,1,
9,6043,False,True,0,0,0,0,0,False,0,0,False,0,0,False,1,It tried tp hang ans fell ON ITS TOP
10,6589,False,False,0,0,0,0,1,False,0,0,False,0,0,False,1,BADWOLF
11,5204,False,False,0,0,0,0,3,False,0,0,False,0,0,True,1,
12,3603,False,False,0,0,0,0,0,True,0,0,False,0,0,True,1,
15,6043,False,True,0,0,0,0,1,False,0,0,False,0,0,True,3,rainbow
16,4453,True,False,0,0,0,0,0,False,0,0,False,0,0,False,1,ALMOST CROSSED THE BASELINE
17,5685,False,False,0,0,0,0,0,False,0,0,False,0,0,False,1,IT SUCKS
18,6053,False,False,0,0,0,0,1,False,0,0,False,0,2,False,3,
20,3658,False,False,0,0,0,0,0,False,0,0,False,0,0,False,2,Tried defence
21,6571,False,False,0,0,0,0,0,False,0,5,False,0,0,False,1,"top of robot almost fell off drive train multiple times, 
poorly attached"
22,6425,False,False,0,0,0,0,1,False,0,0,False,0,0,False,1,
22,6425,False,False,0,0,0,0,0,False,0,0,False,0,0,False,1,1/3 gear attempts work
23,5623,True,False,0,0,0,0,1,True,0,0,False,0,0,False,1,hung but fell
24,5559,True,False,0,0,0,0,1,False,0,0,False,0,0,False,1,"wobbly drivetrain, gear intake takes some time & is hard to align."
25,4003,True,False,0,0,0,0,2,False,0,0,False,0,0,False,1,"fast robot, easy & fast gear intake."
26,3602,True,False,0,0,0,0,1,False,0,0,True,0,0,False,1,had trouble getting gear from human player
27,4482,False,False,0,0,0,0,2,True,0,0,False,0,0,False,1,
28,1254,True,False,0,0,0,0,0,False,0,0,True,0,0,False,1,
29,4453,True,False,0,0,0,0,2,True,0,0,False,0,0,False,1,
30,4327,True,False,0,0,0,0,1,True,0,0,True,0,0,True,1,none
31,5161,False,False,0,0,0,0,0,False,0,0,False,0,0,False,1,
31,5161,True,False,0,0,0,0,2,True,0,0,False,0,0,False,1,rainbow
32,6092,False,False,0,0,0,0,1,False,0,0,False,0,1,False,6,no auton
33,5448,False,False,0,0,0,0,0,False,0,5,True,0,0,False,1,no auton
34,5204,False,False,0,0,0,0,2,False,0,0,False,0,0,True,1,
35,5559,True,False,0,0,0,0,0,False,0,0,False,0,0,True,1,
36,4381,True,False,0,0,0,0,0,True,0,0,True,0,0,True,1,
37,3875,False,False,1,0,0,0,1,True,0,0,True,0,0,False,1,
38,6011,True,False,0,0,0,0,2,True,0,0,False,0,0,False,1,
39,4568,False,False,0,0,0,0,0,True,0,0,True,0,0,True,5,
40,6053,True,True,0,0,0,0,0,False,0,0,False,0,0,False,1,this robot tried and tried to do well but failed.
41,4381,True,True,0,0,0,0,0,False,0,0,True,0,0,False,1,has this weird thing
43,6580,True,False,0,0,0,0,1,True,0,0,False,0,0,False,1,
44,3602,False,False,0,0,0,0,2,True,0,0,False,0,0,False,1,"spent last 50 seconds doing nothing, preparing to hang but didnt hang"
45,4216,False,False,0,0,0,0,3,True,0,0,False,0,0,True,1,picked up gears from ground
46,5204,False,False,0,0,0,0,3,True,0,0,False,0,0,True,1,
47,4327,False,False,0,0,0,0,0,True,0,0,False,0,0,False,1,didn't get to the rope in me
48,830,False,True,0,0,0,0,2,False,0,0,False,0,0,True,1,
49,6053,False,False,0,0,0,0,0,False,0,0,False,0,0,False,1,got gear in fuel container spent time trying to remove it
50,5248,True,False,0,0,0,0,1,False,1,0,False,0,0,False,1,
51,5204,False,False,0,0,0,0,2,False,0,0,False,0,0,True,1,
52,5256,True,True,0,0,0,0,1,False,0,0,False,0,0,True,1,
53,5205,False,True,0,0,0,0,1,False,0,0,False,0,0,True,1,
54,5248,True,False,0,0,0,0,0,False,0,0,False,0,0,False,1,
55,5685,False,False,0,0,0,0,0,False,0,0,False,0,0,False,1,
56,3655,True,False,0,0,0,0,1,True,0,0,False,0,0,False,1,
57,4453,True,False,0,0,0,0,1,True,0,0,False,0,0,False,1,
